model,experiment,member,status,missing_variables,ambiguous_variables,tas_path,tas_table,tas_grid,tas_period,rsdt_path,rsdt_table,rsdt_grid,rsdt_period,rlut_path,rlut_table,rlut_grid,rlut_period,rsut_path,rsut_table,rsut_grid,rsut_period
CNRM-CM6-1,historical,r23i1p1f2,incomplete,rsdt,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r23i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,,,,,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r23i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r23i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r24i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r24i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r24i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r24i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r24i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r25i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r25i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r25i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r25i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r25i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r26i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r26i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r26i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r26i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r26i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r27i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r27i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r27i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r27i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r27i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r28i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r28i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r28i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r28i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r28i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r29i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r29i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r29i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r29i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r29i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r2i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r2i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r2i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r2i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r2i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r30i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r30i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r30i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r30i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r30i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r3i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r3i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r3i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r3i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r3i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r4i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r4i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r4i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r4i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r4i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r5i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r5i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r5i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r5i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r5i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r6i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r6i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r6i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r6i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r6i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r7i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r7i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r7i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r7i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r7i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r8i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r8i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r8i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r8i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r8i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,historical,r9i1p1f2,complete,,,./CNRM-CM6-1/historical/tas_Amon_CNRM-CM6-1_historical_r9i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsdt_Amon_CNRM-CM6-1_historical_r9i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rlut_Amon_CNRM-CM6-1_historical_r9i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/historical/rsut_Amon_CNRM-CM6-1_historical_r9i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1,piClim-histall,r1i1p1f2,incomplete,tas,,,,,,./CNRM-CM6-1/piClim-histall/rsdt_Amon_CNRM-CM6-1_piClim-histall_r1i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/piClim-histall/rlut_Amon_CNRM-CM6-1_piClim-histall_r1i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412,./CNRM-CM6-1/piClim-histall/rsut_Amon_CNRM-CM6-1_piClim-histall_r1i1p1f2_gr_185001-201412.nc,Amon,gr,185001-201412
CNRM-CM6-1-HR,amip-hist,r1i1p1f2,complete,,,./CNRM-CM6-1-HR/amip-hist/tas_Amon_CNRM-CM6-1-HR_amip-hist_r1i1p1f2_gr_187001-201412.nc,Amon,gr,187001-201412,./CNRM-CM6-1-HR/amip-hist/rsdt_Amon_CNRM-CM6-1-HR_amip-hist_r1i1p1f2_gr_187001-201412.nc,Amon,gr,187001-201412,./CNRM-CM6-1-HR/amip-hist/rlut_Amon_CNRM-CM6-1-HR_amip-hist_r1i1p1f2_gr_187001-201412.nc,Amon,gr,187001-201412,./CNRM-CM6-1-HR/amip-hist/rsut_Amon_CNRM-CM6-1-HR_amip-hist_r1i1p1f2_gr_187001-201412.nc,Amon,gr,187001-201412
CNRM-ESM2-1,amip-hist,r1i1p1f2,complete,,,./CNRM-ESM2-1/amip-hist/tas_Amon_CNRM-ESM2-1_amip-hist_r1i1p1f2_gr_187001-201412.nc,Amon,gr,187001-201412,./CNRM-ESM2-1/amip-hist/rsdt_Amon_CNRM-ESM2-1_amip-hist_r1i1p1f2_gr_187001-201412.nc,Amon,gr,187001-201412,./CNRM-ESM2-1/amip-hist/rlut_Amon_CNRM-ESM2-1_amip-hist_r1i1p1f2_gr_187001-201412.nc,Amon,gr,187001-201412,./CNRM-ESM2-1/amip-hist/rsut_Amon_CNRM-ESM2-1_amip-hist_r1i1p1f2_gr_187001-201412.nc,Amon,gr,187001-201412
CanESM5,abrupt-4xCO2,r1i1p2f1,incomplete,rsdt;rlut;rsut,,./CanESM5/abrupt-4xCO2/tas_Amon_CanESM5_abrupt-4xCO2_r1i1p2f1_gn_185001-200012.nc,Amon,gn,185001-200012,,,,,,,,,,,,
CanESM5,amip-hist,r10i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r10i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r10i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r10i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r10i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r1i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r1i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r1i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r1i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r1i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r2i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r2i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r2i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r2i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r2i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r3i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r3i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r3i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r3i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r3i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r4i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r4i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r4i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r4i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r4i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r5i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r5i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r5i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r5i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r5i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r6i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r6i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r6i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r6i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r6i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r7i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r7i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r7i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r7i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r7i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r8i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r8i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r8i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r8i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r8i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-hist,r9i1p2f1,complete,,,./CanESM5/amip-hist/tas_Amon_CanESM5_amip-hist_r9i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsdt_Amon_CanESM5_amip-hist_r9i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rlut_Amon_CanESM5_amip-hist_r9i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-hist/rsut_Amon_CanESM5_amip-hist_r9i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-piForcing,r1i1p2f1,complete,,,./CanESM5/amip-piForcing/tas_Amon_CanESM5_amip-piForcing_r1i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rsdt_Amon_CanESM5_amip-piForcing_r1i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rlut_Amon_CanESM5_amip-piForcing_r1i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rsut_Amon_CanESM5_amip-piForcing_r1i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-piForcing,r2i1p2f1,complete,,,./CanESM5/amip-piForcing/tas_Amon_CanESM5_amip-piForcing_r2i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rsdt_Amon_CanESM5_amip-piForcing_r2i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rlut_Amon_CanESM5_amip-piForcing_r2i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rsut_Amon_CanESM5_amip-piForcing_r2i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,amip-piForcing,r3i1p2f1,complete,,,./CanESM5/amip-piForcing/tas_Amon_CanESM5_amip-piForcing_r3i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rsdt_Amon_CanESM5_amip-piForcing_r3i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rlut_Amon_CanESM5_amip-piForcing_r3i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412,./CanESM5/amip-piForcing/rsut_Amon_CanESM5_amip-piForcing_r3i1p2f1_gn_187001-201412.nc,Amon,gn,187001-201412
CanESM5,historical,r10i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r10i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r10i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r10i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r10i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r11i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r11i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r11i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r11i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r11i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r12i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r12i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r12i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r12i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r12i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r13i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r13i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r13i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r13i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r13i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r14i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r14i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r14i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r14i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r14i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r15i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r15i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r15i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r15i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r15i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r16i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r16i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r16i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r16i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r16i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r17i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r17i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r17i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r17i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r17i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r18i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r18i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r18i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r18i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r18i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r19i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r19i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r19i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r19i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r19i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r1i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r1i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r1i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r1i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r1i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r20i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r20i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r20i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r20i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r20i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r21i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r21i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r21i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r21i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r21i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
CanESM5,historical,r22i1p2f1,complete,,,./CanESM5/historical/tas_Amon_CanESM5_historical_r22i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsdt_Amon_CanESM5_historical_r22i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rlut_Amon_CanESM5_historical_r22i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412,./CanESM5/historical/rsut_Amon_CanESM5_historical_r22i1p2f1_gn_185001-201412.nc,Amon,gn,185001-201412
